backbone,forecast_cols,risk_source,feature_profile,residual_strategy,calibration,interval_strategy,use_bayesian,forecast_weight_rule,model,model_group,selected_using,critical_threshold,warning_threshold,feature_count,residual_correction_alpha
Validation-weighted forecast fusion,ExtraTreesRegressor | RandomForestRegressor | HistGradientBoostingRegressor | XGBoost Regressor | Ridge | ElasticNet,MLPClassifier,full,near_threshold_weighted,platt,residual_conformal,True,nonnegative weights fitted on validation calibration by constrained mean-squared error,B-TGPRF,Proposed,validation calibration and assessment only,0.6137184866282172,0.009962131358022734,27,1.0
