model,variant,split,pinball_loss,interval_coverage_probability,mean_prediction_interval_width,interval_calibration_error,uncertainty_error_correlation
B-TGPRF,B-TGPRF,validation,0.06811503215394354,0.8654644244070735,1.389125940077834,0.034535575592926526,-0.03372275754551109
B-TGPRF,B-TGPRF,test,0.07679179122876534,0.8136468941149019,1.389125940077834,0.08635310588509815,-0.05625911297988247
B-TGPRF,B-TGPRF,external_test,0.06779463802053273,0.8493641560692679,1.389125940077834,0.05063584393073217,-0.020835277752932296
